"","Id","state","county","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","FTPolicePerPop","FTPoliceFieldPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","PctPolicOnPatr","GangUnitDeploy","PolicBudgPerPop"
"540",540,"48",NA,"FortWorthcity",0.7,0.44,0.43,0.45,0.12,0.36,0.41,0.57,0.36,0.35,0.71,1,0.25,0.6,0.28,0.37,0.4,0.29,0.39,0.25,0.27,0.37,0.2,0.18,0.25,0.2,0.25,0.69,0.46,0.42,0.49,0.34,0.48,0.5,0.49,0.35,0.48,0.39,0.73,0.45,0.72,0.75,0.56,0.51,0.47,0.61,0.49,0.49,0.49,0.37,0.4,0.27,0.34,0.39,0.49,0.63,0.21,0.22,0.25,0.29,0.67,0.31,0.42,0.35,0.45,0.48,0.43,0.45,0.36,0.65,0,1,0.43,0.44,1,0.56,0.52,0.55,0.33,0.08,0.1,0.12,0.26,0.26,0.28,0.26,0.39,0.46,0.42,0.52,0.8,0.26,0.66,0.44,0.68,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.13,0.09,NA,NA,NA,NA,NA
"541",541,"34","21","EastWindsortownship",0.02,0.42,0.13,0.8,0.33,0.1,0.38,0.48,0.28,0.19,0,0,0.63,0.83,0.36,0.65,0.22,0.09,0.24,0.65,0.55,0.55,0.44,0.19,0.44,0.52,0.5,0.01,0.06,0.1,0.13,0.74,0.16,0.76,0.4,0.57,0.18,0.75,0.34,0.39,0.44,0.41,0.49,0.8,0.82,0.86,0.77,0.31,0.48,0.01,0.15,0.02,0.3,0.45,0.51,0.49,0.22,0.29,0.3,0.26,0.78,0.08,0.16,0.15,0.46,0.55,0.32,0.61,0.11,0.61,0,0.03,0.79,0.56,0.03,0.54,0.69,0.03,0.05,0.39,0.37,0.37,0.65,0.62,0.71,0.6,0.43,0.56,0.42,0.01,0,0.31,0.36,0.57,0.41,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.53,NA,NA,NA,NA,NA
"542",542,"6",NA,"Selmacity",0.01,0.74,0.03,0.46,0.2,1,0.52,0.55,0.36,0.35,0,0,0.16,0.44,1,0.23,0.53,0.97,0.41,0.15,0.1,0.12,0.08,0.17,0.27,0.18,0.21,0.03,0.64,0.96,0.82,0.12,1,0.26,0.43,0.34,0.71,0.18,0.38,0.47,0.59,0.52,0.78,0.45,0.43,0.34,0.34,0.29,0.27,0.02,0.5,0.02,0.5,0.59,0.65,0.59,0.69,0.72,0.71,0.6,0.12,0.93,0.74,0.75,0.8,0.68,0.92,0.39,0.89,0.66,0,0.01,0.91,0.46,0.22,0.37,0.6,0.28,0.23,0.15,0.13,0.13,0.21,0.24,0.25,0.24,0.64,0.59,0.28,0,0,0.59,0.58,0.52,0.79,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0,NA,NA,NA,NA,NA
"543",543,"6",NA,"PortHuenemecity",0.02,0.63,0.11,0.6,0.42,0.55,0.45,0.63,0.42,0.31,0.03,1,0.36,0.56,0.17,0.44,0.4,0.41,0.58,0.33,0.29,0.32,0.27,0.2,0.26,0.25,0.3,0.01,0.22,0.32,0.35,0.24,0.28,0.65,0.3,0.27,0.35,0.38,0.58,0.57,0.67,0.64,0.65,0.59,0.58,0.63,0.51,0.68,0.57,0.01,0.28,0.02,0.2,0.35,0.43,0.43,0.22,0.33,0.37,0.34,0.52,0.37,0.58,0.52,0.6,0.43,0.75,0.25,0.63,0.64,0,0.04,0.59,0.34,0,0.14,0.63,0.08,0.07,0.51,0.48,0.44,0.64,0.65,0.75,0.64,0.65,0.84,0.24,0,0,0.45,0.35,0.3,0.4,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.38,0.07,NA,NA,NA,NA,NA
"544",544,"45",NA,"MyrtleBeachcity",0.02,0.41,0.27,0.75,0.09,0.03,0.33,0.65,0.41,0.38,0.04,1,0.22,0.58,0.23,0.42,0.44,0.17,0.5,0.23,0.33,0.36,0.19,0.19,0.21,0.36,0.49,0.02,0.3,0.13,0.26,0.34,0.22,0.7,0.09,0.19,0.21,0.41,0.56,0.39,0.6,0.59,0.33,0.61,0.61,0.64,0.5,0.54,0.59,0.01,0.25,0.01,0.11,0.19,0.29,0.3,0.03,0.04,0.05,0.05,0.92,0.02,0.13,0.11,0.3,0.25,0.39,0.29,0.14,0.7,0,0.2,0,0.34,0.07,0.33,0.79,0.4,0.27,0.19,0.21,0.31,0.28,0.3,0.3,0.3,0.4,0.44,0.31,0,0,0.09,0.29,0.27,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.13,0.03,NA,NA,NA,NA,NA
"545",545,"36","57","Amsterdamcity",0.02,0.29,0.03,0.9,0.03,0.21,0.3,0.38,0.24,0.81,0,0,0.17,0.24,0.11,0.55,0.84,0.33,0.69,0.24,0.23,0.23,0.41,0,0.35,0.2,0.26,0.02,0.35,0.43,0.55,0.18,0.6,0.3,0.54,0.48,0.56,0.33,0.47,0.42,0.46,0.48,0.37,0.45,0.48,0.4,0.49,0.48,0.54,0.01,0.27,0.01,0.25,0.33,0.31,0.3,0.11,0.12,0.1,0.09,0.64,0.16,0.19,0.16,0.31,0.34,0.32,0.39,0.08,0.38,0.5,0.04,0.7,0.39,0.16,0.76,0,0.4,0.38,0.13,0.13,0.13,0.11,0.15,0.15,0.18,0.4,0.28,0.61,0,0,0.18,0.86,0.71,0.79,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.15,NA,NA,NA,NA,NA
"546",546,"45",NA,"Orangeburgcity",0.01,0.69,1,0.07,0.05,0.01,1,0.87,0.94,0.47,0,0,0.17,0.41,0.52,0.35,0.58,0.68,0.48,0.26,0.16,0.41,0.13,0.11,0.31,0.64,0.72,0.02,0.66,0.45,0.5,0.37,0.63,0.2,0.42,0.61,0.39,0.44,0.32,0.88,0.39,0.38,0.45,0.26,0.23,0.33,0.45,0.75,0.62,0.02,0.67,0,0.84,0.65,0.53,0.66,0.09,0.06,0.04,0.05,0.93,0.05,0.34,0.28,0.36,0.29,0.46,0.4,0.21,0.49,0.5,0.02,0.65,0.45,0.22,0.35,0.5,0.75,1,0.1,0.1,0.11,0.04,0.11,0.14,0.15,0.36,0.06,0.32,0,0,0.04,0.77,0.38,0.47,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0,NA,NA,NA,NA,NA
"547",547,"51",NA,"Leesburgtown",0.01,0.39,0.24,0.78,0.08,0.04,0.31,0.57,0.31,0.21,0,0,0.47,0.82,0.26,0.47,0.19,0.16,0.25,0.45,0.43,0.45,0.26,0.44,0.23,0,0.42,0.01,0.15,0.26,0.28,0.46,0.06,0.84,0.19,0.33,0.18,0.54,0.56,0.38,0.61,0.61,0.43,0.66,0.68,0.79,0.67,0.67,0.63,0.01,0.24,0.01,0.52,0.55,0.54,0.6,0.19,0.18,0.16,0.16,0.89,0.11,0.17,0.15,0.4,0.43,0.4,0.45,0.07,0.47,0.5,0.03,0.62,0.45,0.02,0.38,0.88,0.16,0.07,0.41,0.4,0.4,0.62,0.61,0.63,0.62,0.5,0.81,0.6,0,0,0.15,0.43,0.18,0.27,0.22,0.83,0.65,0.78,0.92,0.06,0.03,0.12,0.08,0.03,0.27,0.03,0.12,0.04,0.11,0.03,0.07,1,0.76
"548",548,"42","41","Hampdentownship",0.02,0.47,0.01,0.95,0.16,0.01,0.41,0.39,0.25,0.32,0.03,0.91,0.54,0.73,0.23,0.73,0.34,0.06,0.59,0.54,0.52,0.51,0.23,0.06,0.47,0.29,0.42,0,0.04,0.1,0.14,0.51,0.06,0.7,0.2,0.37,0.26,0.59,0.27,0.25,0.3,0.3,0.47,0.86,0.89,0.88,0.78,0.44,0.49,0,0.04,0,0.32,0.29,0.36,0.35,0.08,0.06,0.07,0.06,0.91,0.02,0.1,0.11,0.5,0.53,0.32,0.84,0.03,0.29,0.5,0.02,0.84,0.81,0,0.3,0.69,0.02,0.22,0.24,0.26,0.28,0.47,0.41,0.4,0.43,0.22,0.32,0.11,0,0,0.1,0.71,0.58,0.51,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.02,NA,NA,NA,NA,NA
"549",549,"42","29","WestGoshentownship",0.01,0.51,0.09,0.9,0.11,0.03,0.34,0.42,0.27,0.35,0.03,1,0.65,0.8,0.09,0.69,0.32,0.13,0.34,0.64,0.53,0.52,0.42,0.5,0.37,0.29,0.52,0,0.04,0.13,0.16,0.63,0.07,0.74,0.39,0.46,0.25,0.73,0.26,0.4,0.24,0.25,0.53,0.88,0.91,0.89,0.83,0.63,0.66,0.01,0.18,0,0.52,0.49,0.44,0.4,0.13,0.11,0.09,0.07,0.92,0.02,0.18,0.18,0.54,0.67,0.21,0.76,0.03,0.32,0.5,0.02,0.83,0.66,0.24,0.17,0.58,0.02,0.03,0.43,0.43,0.4,0.61,0.52,0.53,0.52,0.35,0.45,0.15,0,0,0.1,0.72,0.67,0.6,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0.15,NA,NA,NA,NA,NA
"550",550,"36","27","Poughkeepsiecity",0.03,0.32,0.61,0.47,0.09,0.07,0.32,0.49,0.31,0.5,0.05,1,0.26,0.46,0.2,0.44,0.5,0.56,0.51,0.3,0.34,0.42,0.23,0.32,0.47,0.2,0.36,0.04,0.38,0.44,0.55,0.34,0.44,0.44,0.48,0.69,0.35,0.46,0.53,0.71,0.58,0.58,0.44,0.2,0.24,0.42,0.25,0.5,0.49,0.05,0.82,0.02,0.32,0.41,0.53,0.52,0.23,0.25,0.29,0.26,0.82,0.1,0.31,0.23,0.32,0.35,0.36,0.23,0.21,0.66,0,0.06,0.61,0.25,0.77,0.56,0,0.64,0.11,0.31,0.31,0.29,0.37,0.41,0.46,0.41,0.59,0.44,0.74,0.02,0,0.29,0.73,0.53,0.77,0.77,0.38,0.39,0.27,0.46,0.02,0,0,0.01,0.01,0.44,0.01,0.47,0.42,0.07,0.08,0.49,0,1
"551",551,"6",NA,"SantaFeSpringscity",0.01,0.79,0.04,0.34,0.3,1,0.49,0.54,0.37,0.39,0.02,1,0.36,0.6,0.06,0.18,0.59,0.85,0.59,0.34,0.21,0.23,0.27,0.18,0.32,0.28,0.34,0.01,0.27,0.49,0.72,0.09,0.57,0.42,0.66,0.22,0.69,0.17,0.46,0.51,0.61,0.57,0.92,0.56,0.44,0.6,0.4,0.41,0.33,0.02,0.44,0.02,0.4,0.43,0.41,0.52,0.67,0.63,0.55,0.64,0.08,0.67,0.96,0.96,0.87,0.89,0.78,0.59,0.87,0.59,0,0.01,0.89,0.58,0.05,0.15,0.4,0.16,0.19,0.46,0.43,0.37,0.46,0.55,0.63,0.54,0.63,0.56,0.15,0,0,0.71,0.56,0.67,0.89,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.15,NA,NA,NA,NA,NA
"552",552,"29",NA,"Berkeleycity",0,0.57,1,0,0.02,0.01,0.54,0.57,0.37,0.28,0.02,1,0.24,0.7,0.09,0.26,0.4,0.49,0.44,0.23,0.19,0.32,0.23,0.16,0.06,0,0.83,0.02,0.41,0.37,0.5,0.11,0.82,0.51,0.55,0.37,0.61,0.17,0.66,0.58,0.86,0.82,0.64,0.16,0.17,0.24,0.13,0.81,0.84,0.02,0.66,0,0.14,0.43,0.49,0.41,0.01,0.02,0.03,0.02,0.96,0.03,0.43,0.42,0.63,0.59,0.65,0.64,0.23,0.6,0,0.02,0.63,0.66,1,0.46,0.35,0.14,0.06,0.08,0.05,0.04,0.24,0.26,0.29,0.33,0.52,0.3,0.24,0,0,0.02,0.8,0.7,0.67,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.23,NA,NA,NA,NA,NA
"553",553,"4",NA,"Peoriacity",0.07,0.5,0.04,0.8,0.09,0.29,0.29,0.38,0.15,0.47,0.08,1,0.37,0.5,0.19,0.5,0.52,0.19,0.65,0.36,0.31,0.32,0.31,0.22,0.23,0.24,0.33,0.04,0.2,0.19,0.27,0.26,0.26,0.46,0.26,0.35,0.29,0.38,0.37,0.14,0.38,0.39,0.5,0.78,0.77,0.8,0.7,0.52,0.52,0.02,0.15,0.01,0.2,0.21,0.29,0.36,0.06,0.05,0.07,0.08,0.76,0.12,0.29,0.29,0.53,0.51,0.5,0.82,0.2,0.53,0.5,0.2,0.27,0.82,0.11,0.55,0.96,0.13,0.06,0.19,0.18,0.16,0.4,0.43,0.65,0.49,0.9,0.71,0.25,0,0.01,0.12,0.26,0.2,0.57,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.07,0.03,NA,NA,NA,NA,NA
"554",554,"25","17","Westfordtown",0.01,0.66,0,0.97,0.1,0.02,0.42,0.39,0.26,0.2,0.01,0.51,0.81,0.86,0.33,0.71,0.29,0.11,0.4,0.72,0.58,0.56,0.81,0,0.37,0,0.97,0,0.01,0.1,0.14,0.64,0.32,0.74,0.69,0.44,0.22,0.78,0.17,0.37,0.19,0.18,0.65,0.92,0.93,0.95,0.86,0.53,0.58,0,0.04,0,0.27,0.26,0.3,0.29,0.06,0.05,0.05,0.05,0.93,0.04,0.24,0.28,0.72,0.72,0.53,0.9,0.03,0.16,0.5,0.01,0.87,0.88,0.18,0.71,0.63,0.02,0.27,0.53,0.56,0.55,0.4,0.55,0.83,0.62,0.26,0.5,0.49,0,0,0.09,0.74,0.79,0.81,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.04,0.04,NA,NA,NA,NA,NA
"555",555,"25","9","Lynncity",0.11,0.4,0.16,0.74,0.23,0.17,0.35,0.47,0.3,0.49,0.13,1,0.28,0.38,0.09,0.36,0.54,0.65,0.54,0.32,0.27,0.29,0.24,0.14,0.14,0.16,0.23,0.12,0.42,0.34,0.46,0.22,0.62,0.4,0.5,0.39,0.43,0.31,0.53,0.61,0.56,0.57,0.55,0.36,0.38,0.38,0.4,0.42,0.39,0.09,0.51,0.08,0.47,0.59,0.65,0.66,0.46,0.5,0.5,0.47,0.65,0.35,0.37,0.3,0.42,0.54,0.36,0.36,0.2,0.7,0,0.16,0.63,0.33,0.36,0.34,0,0.31,0.41,0.36,0.34,0.31,0.32,0.47,0.55,0.47,0.67,0.65,0.67,0.12,0.38,0.41,0.77,0.61,0.75,0.72,0.18,0.23,0.86,0.83,0.18,0.09,0,0.19,0.02,0.99,0.03,0.63,0.5,0.04,0.02,0.86,1,0.15
"556",556,"39","113","HuberHeightscity",0.05,0.55,0.13,0.86,0.11,0.03,0.44,0.52,0.3,0.16,0.06,1,0.43,0.82,0.1,0.5,0.23,0.17,0.63,0.39,0.31,0.3,0.43,0.46,0.23,0.22,0.46,0.01,0.1,0.14,0.26,0.28,0.25,0.71,0.46,0.3,0.4,0.39,0.41,0.29,0.48,0.46,0.53,0.76,0.77,0.86,0.74,0.62,0.62,0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04,0.18,0.2,0.6,0.57,0.63,0.64,0.06,0.16,0.5,0.04,0.79,0.66,0.05,0.14,0.65,0.05,0.16,0.14,0.12,0.11,0.38,0.39,0.42,0.45,0.25,0.22,0.22,0,0,0.07,0.57,0.52,0.62,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.16,0.09,NA,NA,NA,NA,NA
"557",557,"48",NA,"PortLavacacity",0,0.56,0.09,0.56,0.18,0.87,0.47,0.5,0.3,0.31,0,0,0.17,0.55,0.54,0.35,0.47,0.25,0.4,0.22,0.16,0.2,0.19,0.01,0.27,0.16,0.22,0.02,0.54,0.67,0.62,0.16,0.67,0.36,0.48,0.26,0.49,0.26,0.49,0.31,0.5,0.51,0.64,0.63,0.59,0.61,0.66,0.28,0.3,0,0.17,0.01,0.57,0.46,0.66,0.7,0.28,0.2,0.26,0.26,0.32,0.36,0.44,0.42,0.59,0.58,0.59,0.54,0.48,0.53,0.5,0.03,0.48,0.55,0.81,0.7,0.56,0.75,0.57,0.06,0.06,0.07,0.13,0.16,0.18,0.17,0.69,0.22,0.21,0,0,0.21,0.81,0.64,0.72,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.01,NA,NA,NA,NA,NA
"558",558,"34","27","Parsippany-TroyHillstownship",0.06,0.43,0.07,0.78,0.62,0.08,0.31,0.52,0.3,0.27,0.08,1,0.64,0.82,0.28,0.7,0.27,0.1,0.3,0.66,0.58,0.59,0.56,0.18,0.39,0.37,0.59,0.01,0.04,0.18,0.23,0.54,0.14,0.75,0.45,0.31,0.23,0.57,0.32,0.52,0.34,0.34,0.51,0.83,0.84,0.89,0.79,0.42,0.46,0.01,0.08,0.05,0.33,0.41,0.5,0.55,0.39,0.42,0.47,0.47,0.65,0.19,0.21,0.19,0.45,0.64,0.22,0.59,0.11,0.55,0,0.03,0.9,0.49,0.06,0.35,0.52,0.07,0.52,0.53,0.54,0.55,0.78,0.64,0.67,0.63,0.37,0.47,0.4,0,0,0.5,0.54,0.68,0.6,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.17,0.17,NA,NA,NA,NA,NA
"559",559,"9","1","Monroetown",0.01,0.68,0.03,0.95,0.08,0.04,0.41,0.4,0.27,0.24,0.02,0.58,0.8,0.82,0.15,0.74,0.27,0.06,0.35,0.73,0.56,0.53,0.6,1,0.9,0.31,0.76,0,0.04,0.13,0.16,0.59,0.23,0.72,0.53,0.38,0.2,0.64,0.15,0.35,0.17,0.17,0.67,0.95,0.94,0.98,0.92,0.31,0.44,0,0.02,0.01,0.04,0.04,0.03,0.07,0.01,0.01,0.01,0.02,0.85,0.05,0.27,0.31,0.74,0.73,0.49,0.94,0.02,0.14,0.5,0.01,0.91,0.93,0.18,0.44,0.58,0.04,0.24,0.63,0.61,0.6,0.66,0.84,1,0.97,0.65,0.65,0.39,0,0,0.17,0.59,0.75,0.82,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0.07,NA,NA,NA,NA,NA
"560",560,"12",NA,"HainesCitycity",0,0.49,0.77,0.36,0.01,0.15,0.4,0.45,0.27,0.61,0,0,0.14,0.41,0.35,0.24,0.73,0.38,0.49,0.12,0.13,0.19,0.16,0,0.16,0.13,0.14,0.02,0.55,0.78,0.83,0.11,0.93,0.28,0.12,0.22,0.57,0.16,0.64,0.36,0.62,0.65,0.51,0.27,0.23,0.34,0.33,0.52,0.52,0.02,0.63,0,0.24,0.41,0.5,0.58,0.08,0.11,0.12,0.13,0.87,0.13,0.44,0.42,0.53,0.42,0.68,0.45,0.37,0.63,0,0.04,0.28,0.52,0.14,0.46,0.71,0.98,0.07,0.06,0.05,0.05,0.09,0.14,0.16,0.17,0.5,0.29,0.5,0,0,0.13,0.44,0.57,0.73,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.1,NA,NA,NA,NA,NA
"561",561,"32",NA,"Sparkscity",0.07,0.41,0.05,0.83,0.27,0.16,0.39,0.49,0.31,0.29,0.08,1,0.34,0.75,0.13,0.35,0.32,0.14,0.35,0.36,0.32,0.32,0.31,0.21,0.26,0.34,0.36,0.03,0.18,0.17,0.29,0.24,0.26,0.74,0.17,0.26,0.37,0.32,0.8,0.38,0.82,0.84,0.44,0.59,0.62,0.75,0.61,0.83,0.87,0.02,0.15,0.03,0.38,0.47,0.52,0.59,0.21,0.23,0.23,0.24,0.81,0.14,0.22,0.2,0.44,0.48,0.41,0.45,0.23,0.56,0,0.06,0.81,0.44,0.12,0.13,0.75,0.25,0.11,0.24,0.21,0.19,0.41,0.39,0.46,0.43,0.5,0.56,0.37,0.02,0.01,0.23,0.23,0.28,0.54,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.31,0.15,NA,NA,NA,NA,NA
"562",562,"48",NA,"Baytowncity",0.09,0.54,0.23,0.59,0.04,0.43,0.51,0.56,0.37,0.3,0.1,1,0.31,0.61,0.19,0.37,0.37,0.29,0.38,0.3,0.27,0.32,0.2,0.13,0.78,0.2,0.24,0.09,0.42,0.44,0.5,0.22,0.51,0.45,0.47,0.3,0.48,0.27,0.59,0.35,0.59,0.61,0.62,0.6,0.58,0.63,0.57,0.2,0.2,0.03,0.22,0.04,0.29,0.33,0.4,0.47,0.2,0.2,0.22,0.24,0.63,0.3,0.44,0.41,0.58,0.59,0.58,0.46,0.42,0.56,0,0.14,0.57,0.47,0.65,0.52,0.6,0.6,0.43,0.07,0.07,0.08,0.21,0.23,0.24,0.24,0.29,0.22,0.33,0.01,0.05,0.29,0.66,0.48,0.7,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.17,0.01,NA,NA,NA,NA,NA
"563",563,"41",NA,"Hermistoncity",0,0.41,0.02,0.81,0.12,0.27,0.45,0.46,0.29,0.42,0,0,0.15,0.43,0.77,0.3,0.5,0.46,0.4,0.17,0.16,0.16,0.15,0.1,0.33,0.12,0.15,0.02,0.52,0.38,0.48,0.17,0.68,0.42,0.52,0.24,0.69,0.25,0.66,0.32,0.72,0.73,0.51,0.45,0.52,0.41,0.62,0.47,0.51,0.01,0.25,0.01,0.55,0.66,0.71,0.76,0.34,0.36,0.36,0.35,0.74,0.38,0.39,0.34,0.44,0.43,0.48,0.39,0.33,0.61,0,0.01,0.77,0.41,0.09,0.46,0.71,0.57,0.24,0.07,0.06,0.06,0.13,0.16,0.14,0.14,0.32,0.39,0.72,0,0,0.26,0.41,0.37,0.62,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.15,0,NA,NA,NA,NA,NA
"564",564,"6",NA,"Carlsbadcity",0.09,0.37,0.02,0.85,0.19,0.25,0.29,0.4,0.24,0.43,0.1,1,0.56,0.56,0.31,0.64,0.42,0.18,0.6,0.55,0.57,0.58,0.55,0.31,0.52,0.26,0.35,0.04,0.17,0.14,0.15,0.58,0.27,0.6,0.3,0.39,0.18,0.64,0.57,0.4,0.63,0.62,0.35,0.68,0.7,0.83,0.58,0.41,0.47,0.02,0.17,0.05,0.47,0.5,0.53,0.54,0.42,0.39,0.38,0.35,0.72,0.24,0.2,0.18,0.38,0.38,0.41,0.53,0.19,0.54,0.5,0.12,0.67,0.54,0.04,0.13,0.85,0.05,0.13,0.64,0.69,0.71,0.72,0.71,0.89,0.72,0.64,0.84,0.21,0,1,0.37,0.35,0.2,0.39,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.14,0.15,NA,NA,NA,NA,NA
"565",565,"47",NA,"RedBankcity",0,0.2,0.11,0.9,0.05,0.02,0.35,0.51,0.33,0.55,0.02,1,0.22,0.48,0.05,0.44,0.56,0.15,0.5,0.24,0.29,0.28,0.3,0.55,0.47,0.35,0.34,0.01,0.25,0.27,0.41,0.28,0.28,0.49,0.32,0.34,0.44,0.36,0.65,0.33,0.71,0.71,0.26,0.52,0.54,0.52,0.49,0.69,0.71,0,0.17,0,0.58,0.48,0.49,0.41,0.06,0.05,0.04,0.03,0.97,0.01,0.08,0.07,0.23,0.29,0.23,0.46,0.07,0.71,0,0.03,0.56,0.44,0.07,0.23,0.48,0.21,0.06,0.09,0.08,0.08,0.22,0.2,0.19,0.21,0.4,0.21,0.29,0,0,0.04,0.69,0.55,0.8,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.03,NA,NA,NA,NA,NA
"566",566,"28",NA,"Hattiesburgcity",0.05,0.43,0.79,0.36,0.06,0.02,0.74,0.81,0.76,0.39,0.07,1,0.07,0.47,0.31,0.28,0.46,0.53,0.33,0.11,0.17,0.28,0.12,0.08,0.15,0.26,0.74,0.12,0.96,0.38,0.45,0.43,0.65,0.28,0.23,0.8,0.33,0.49,0.56,0.79,0.58,0.6,0.47,0.17,0.16,0.27,0.2,0.55,0.38,0.06,0.75,0.01,0.71,0.8,0.71,0.65,0.12,0.12,0.09,0.08,0.94,0.04,0.32,0.24,0.32,0.4,0.3,0.35,0.22,0.58,0,0.09,0.59,0.33,0.31,0.51,0.56,0.63,0.47,0.06,0.06,0.08,0.11,0.16,0.15,0.14,0.64,0.39,0.39,0.01,0,0.07,0.75,0.36,0.36,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.14,0.03,NA,NA,NA,NA,NA
"567",567,"29",NA,"Kennettcity",0,0.35,0.21,0.83,0.03,0.01,0.45,0.44,0.27,0.56,0,0,0.06,0.19,0.84,0.26,0.72,1,0.37,0.11,0.15,0.16,0.09,0.23,0.83,0,1,0.03,0.84,0.83,0.81,0.16,0.62,0.24,0.43,0.52,0.58,0.35,0.58,0.24,0.59,0.61,0.41,0.48,0.44,0.55,0.46,0.27,0.33,0.01,0.29,0,0,0.23,0.58,0.49,0,0.01,0.01,0.01,0.98,0.02,0.2,0.18,0.37,0.33,0.44,0.5,0.16,0.56,0,0.01,0.78,0.53,0.45,0.53,0.54,0.73,0.38,0.03,0.03,0.05,0,0.04,0.03,0.04,0.58,0.13,0.29,0,0,0,0.67,0.6,0.77,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.02,NA,NA,NA,NA,NA
